response,predictor,n,spearman_rho,p_value
growth_entropy,high_vpd_day_fraction,237235,0.08259572111473669,0.0
growth_entropy,windy_day_fraction,237235,0.13951579360533284,0.0
growth_entropy,maximum_temperature_c_early_mean,105735,0.05750044659589351,3.905794402474974e-78
growth_entropy,maximum_temperature_c_middle_mean,195340,0.055875451121584346,7.455026423047032e-135
growth_entropy,maximum_temperature_c_late_mean,105735,0.06009720368903689,3.443926031704119e-85
growth_entropy,vpd_kpa_early_mean,105735,-0.0015210125999732438,0.6208960090994716
growth_entropy,vpd_kpa_middle_mean,195340,0.04623329845815868,6.701826174578828e-93
growth_entropy,vpd_kpa_late_mean,105735,0.002426079114786233,0.4301833109263481
growth_entropy,wind_speed_m_s_early_mean,105735,-0.10012868972982605,1.0954466025708704e-233
growth_entropy,wind_speed_m_s_middle_mean,195340,0.0104763470110411,3.6503339889821763e-06
growth_entropy,wind_speed_m_s_late_mean,105735,-0.081585160082659,1.3940273381195844e-155
pulse_count,mean_maximum_temperature_c,237235,0.024601077056784028,4.3027696803500905e-33
pulse_count,mean_minimum_temperature_c,237235,0.033416302775460434,1.3583451115302304e-59
pulse_count,mean_vpd_kpa,237235,0.026168824881892077,3.194088484578926e-37
pulse_count,max_vpd_kpa,237235,0.1429824197008752,0.0
pulse_count,mean_wind_speed_m_s,237235,0.012434462501487395,1.3900456232144186e-09
pulse_count,mean_maximum_temperature_region_month_anomaly_c,237235,0.01414887831086583,5.5102008060147244e-12
pulse_count,mean_minimum_temperature_region_month_anomaly_c,237235,0.0212678944749673,3.7687237507199623e-25
pulse_count,mean_vpd_region_month_anomaly_kpa,237235,0.02270730471613122,1.9313826584938769e-28
pulse_count,mean_wind_region_month_anomaly_m_s,237235,0.013331842134979375,8.37174182737063e-11
pulse_count,hot_day_fraction,237235,0.052822008677543074,3.598160553033651e-146
pulse_count,high_vpd_day_fraction,237235,0.05726404051157712,1.7928738944345674e-171
pulse_count,windy_day_fraction,237235,0.11629829697141629,0.0
pulse_count,maximum_temperature_c_early_mean,105735,0.025769712950777162,5.2565057104217833e-17
pulse_count,maximum_temperature_c_middle_mean,195340,0.032212459553749635,5.125787871970131e-46
pulse_count,maximum_temperature_c_late_mean,105735,0.01913287257806216,4.911182931737322e-10
pulse_count,vpd_kpa_early_mean,105735,0.013015600850001521,2.312091144317431e-05
pulse_count,vpd_kpa_middle_mean,195340,0.023634071547018055,1.5121727939799224e-25
pulse_count,vpd_kpa_late_mean,105735,0.014588118390435308,2.0974291833024942e-06
pulse_count,wind_speed_m_s_early_mean,105735,-0.0018882861671417207,0.5392115171702905
pulse_count,wind_speed_m_s_middle_mean,195340,0.006577503560130702,0.003648072491889779
pulse_count,wind_speed_m_s_late_mean,105735,0.0024673406910105922,0.42238239065453564
reactivation_count,mean_maximum_temperature_c,237235,0.024601077056784028,4.3027696803500905e-33
reactivation_count,mean_minimum_temperature_c,237235,0.033416302775460434,1.3583451115302304e-59
reactivation_count,mean_vpd_kpa,237235,0.026168824881892077,3.194088484578926e-37
reactivation_count,max_vpd_kpa,237235,0.1429824197008752,0.0
reactivation_count,mean_wind_speed_m_s,237235,0.012434462501487395,1.3900456232144186e-09
reactivation_count,mean_maximum_temperature_region_month_anomaly_c,237235,0.01414887831086583,5.5102008060147244e-12
reactivation_count,mean_minimum_temperature_region_month_anomaly_c,237235,0.0212678944749673,3.7687237507199623e-25
reactivation_count,mean_vpd_region_month_anomaly_kpa,237235,0.02270730471613122,1.9313826584938769e-28
reactivation_count,mean_wind_region_month_anomaly_m_s,237235,0.013331842134979375,8.37174182737063e-11
reactivation_count,hot_day_fraction,237235,0.052822008677543074,3.598160553033651e-146
reactivation_count,high_vpd_day_fraction,237235,0.05726404051157712,1.7928738944345674e-171
reactivation_count,windy_day_fraction,237235,0.11629829697141629,0.0
reactivation_count,maximum_temperature_c_early_mean,105735,0.025769712950777162,5.2565057104217833e-17
reactivation_count,maximum_temperature_c_middle_mean,195340,0.032212459553749635,5.125787871970131e-46
reactivation_count,maximum_temperature_c_late_mean,105735,0.01913287257806216,4.911182931737322e-10
reactivation_count,vpd_kpa_early_mean,105735,0.013015600850001521,2.312091144317431e-05
reactivation_count,vpd_kpa_middle_mean,195340,0.023634071547018055,1.5121727939799224e-25
reactivation_count,vpd_kpa_late_mean,105735,0.014588118390435308,2.0974291833024942e-06
reactivation_count,wind_speed_m_s_early_mean,105735,-0.0018882861671417207,0.5392115171702905
reactivation_count,wind_speed_m_s_middle_mean,195340,0.006577503560130702,0.003648072491889779
reactivation_count,wind_speed_m_s_late_mean,105735,0.0024673406910105922,0.42238239065453564
peak_timing,mean_maximum_temperature_c,237235,0.00760163656037175,0.00021344660225864901
peak_timing,mean_minimum_temperature_c,237235,0.008872301976193635,1.54989966110948e-05
peak_timing,mean_vpd_kpa,237235,0.02827651384601845,3.59088991000999e-43
peak_timing,max_vpd_kpa,237235,0.1888693819189642,0.0
peak_timing,mean_wind_speed_m_s,237235,0.05581757440465638,5.2217895889674935e-163
peak_timing,mean_maximum_temperature_region_month_anomaly_c,237235,0.025796943125648775,3.21132282347786e-36
peak_timing,mean_minimum_temperature_region_month_anomaly_c,237235,0.03306081904907745,2.2716065179837024e-58
peak_timing,mean_vpd_region_month_anomaly_kpa,237235,0.04431274471941087,2.0540026639211102e-103
peak_timing,mean_wind_region_month_anomaly_m_s,237235,0.03430337241659495,1.0557942262627757e-62
peak_timing,hot_day_fraction,237235,0.060946907228235855,5.257090781681016e-194
peak_timing,high_vpd_day_fraction,237235,0.08192013611679207,0.0
peak_timing,windy_day_fraction,237235,0.1705627987596668,0.0
peak_timing,maximum_temperature_c_early_mean,105735,-0.016986636620205005,3.316241566378474e-08
peak_timing,maximum_temperature_c_middle_mean,195340,0.02776990769876316,1.2212693202522412e-34
peak_timing,maximum_temperature_c_late_mean,105735,-0.03233349531240181,7.253174491467633e-26
peak_timing,vpd_kpa_early_mean,105735,-0.01550692518047335,4.592058735462572e-07
peak_timing,vpd_kpa_middle_mean,195340,0.031835297546171,5.502011317214241e-45
peak_timing,vpd_kpa_late_mean,105735,-0.027829086075136178,1.4191549356336206e-19
peak_timing,wind_speed_m_s_early_mean,105735,0.034912081015159316,6.951277191071832e-30
peak_timing,wind_speed_m_s_middle_mean,195340,0.028903752312573736,2.196691971350565e-37
peak_timing,wind_speed_m_s_late_mean,105735,0.036699764581500434,7.544570243208286e-33
duration_days,mean_maximum_temperature_c,237235,0.02525157454601473,8.932214132100042e-35
duration_days,mean_minimum_temperature_c,237235,0.028832129602446504,8.145614756780027e-45
duration_days,mean_vpd_kpa,237235,0.04498187828623315,1.6671654733132541e-106
duration_days,max_vpd_kpa,237235,0.2683791883754844,0.0
duration_days,mean_wind_speed_m_s,237235,0.054439768231387964,3.78649874250439e-155
duration_days,mean_maximum_temperature_region_month_anomaly_c,237235,0.033600791569822104,3.111719984429405e-60
duration_days,mean_minimum_temperature_region_month_anomaly_c,237235,0.0414150742878951,1.4527279499534886e-90
duration_days,mean_vpd_region_month_anomaly_kpa,237235,0.053352560803051056,4.3820902395951235e-149
duration_days,mean_wind_region_month_anomaly_m_s,237235,0.03925883268393607,1.4486789370707844e-81
duration_days,hot_day_fraction,237235,0.091253308197038,0.0
duration_days,high_vpd_day_fraction,237235,0.10723996525622481,0.0
duration_days,windy_day_fraction,237235,0.20567838939819558,0.0
duration_days,maximum_temperature_c_early_mean,105735,0.008729663178245292,0.004530652367008294
duration_days,maximum_temperature_c_middle_mean,195340,0.04476150227453064,3.409624242053761e-87
duration_days,maximum_temperature_c_late_mean,105735,-0.008120932337196948,0.008273756059070618
duration_days,vpd_kpa_early_mean,105735,-0.03401015890604099,1.9150600519014266e-28
duration_days,vpd_kpa_middle_mean,195340,0.04010008762865401,2.453022137340464e-70
duration_days,vpd_kpa_late_mean,105735,-0.02969624442885978,4.532381542374474e-22
duration_days,wind_speed_m_s_early_mean,105735,0.013774128774884025,7.4964816988128234e-06
duration_days,wind_speed_m_s_middle_mean,195340,0.021542001434393318,1.6983892682496398e-21
duration_days,wind_speed_m_s_late_mean,105735,0.0025510283869891307,0.4068173687877761
final_area_km2,mean_maximum_temperature_c,237235,-0.0061382806587944,0.0027918666621945818
final_area_km2,mean_minimum_temperature_c,237235,-0.017153125753848544,6.526379939108155e-17
final_area_km2,mean_vpd_kpa,237235,0.03752114653256659,1.1580039880390253e-74
final_area_km2,max_vpd_kpa,237235,0.2362107891277719,0.0
final_area_km2,mean_wind_speed_m_s,237235,0.08565430291232082,0.0
final_area_km2,mean_maximum_temperature_region_month_anomaly_c,237235,0.03969290059025795,2.443676691158962e-83
final_area_km2,mean_minimum_temperature_region_month_anomaly_c,237235,0.043063766873271084,9.06903605469572e-98
final_area_km2,mean_vpd_region_month_anomaly_kpa,237235,0.06737627196270499,9.995584356288007e-237
final_area_km2,mean_wind_region_month_anomaly_m_s,237235,0.04319026682002747,2.472659025103396e-98
final_area_km2,hot_day_fraction,237235,0.07961081058843285,0.0
final_area_km2,high_vpd_day_fraction,237235,0.11799820589197885,0.0
final_area_km2,windy_day_fraction,237235,0.2186499468374271,0.0
final_area_km2,maximum_temperature_c_early_mean,105735,-0.026693287107118796,3.913442711730684e-18
final_area_km2,maximum_temperature_c_middle_mean,195340,0.008592895295283077,0.00014594351642676945
final_area_km2,maximum_temperature_c_late_mean,105735,-0.03569256698068025,3.679698833120681e-31
final_area_km2,vpd_kpa_early_mean,105735,0.02474807170964299,8.385066604535455e-16
final_area_km2,vpd_kpa_middle_mean,195340,0.02962376359269121,3.484962281360925e-39
final_area_km2,vpd_kpa_late_mean,105735,0.020089141023888753,6.448597425232746e-11
final_area_km2,wind_speed_m_s_early_mean,105735,0.09174031033063501,2.3673776350549228e-196
final_area_km2,wind_speed_m_s_middle_mean,195340,0.04906439693699417,2.1400146886817763e-104
final_area_km2,wind_speed_m_s_late_mean,105735,0.07500333624700098,9.771567960063713e-132
morph_pc1,mean_maximum_temperature_c,237235,-0.012808764639550625,4.404915680908127e-10
morph_pc1,mean_minimum_temperature_c,237235,-0.00917260816956555,7.9045821983156e-06
morph_pc1,mean_vpd_kpa,237235,-0.04077648651406866,7.538600327603296e-88
morph_pc1,max_vpd_kpa,237235,-0.24908880658655222,0.0
morph_pc1,mean_wind_speed_m_s,237235,-0.06450897990190554,3.838532901232763e-217
morph_pc1,mean_maximum_temperature_region_month_anomaly_c,237235,-0.036236692709838765,9.242756698281686e-70
morph_pc1,mean_minimum_temperature_region_month_anomaly_c,237235,-0.04008118686401699,6.104140695449747e-85
morph_pc1,mean_vpd_region_month_anomaly_kpa,237235,-0.0569860570594541,7.890339874090921e-170
morph_pc1,mean_wind_region_month_anomaly_m_s,237235,-0.03883917196042041,7.187250613374034e-80
morph_pc1,hot_day_fraction,237235,-0.08425518920507598,0.0
morph_pc1,high_vpd_day_fraction,237235,-0.10553269285729261,0.0
morph_pc1,windy_day_fraction,237235,-0.20330573476973976,0.0
morph_pc1,maximum_temperature_c_early_mean,105735,-0.02596831175647525,3.029566646393983e-17
morph_pc1,maximum_temperature_c_middle_mean,195340,-0.019537714119220628,5.826230964947537e-18
morph_pc1,maximum_temperature_c_late_mean,105735,-0.005704347001046412,0.06361464495657966
morph_pc1,vpd_kpa_early_mean,105735,-0.008807183910448832,0.0041853076521623424
morph_pc1,vpd_kpa_middle_mean,195340,-0.026256270154666774,3.819977880307856e-31
morph_pc1,vpd_kpa_late_mean,105735,0.0025560701662943235,0.40589071054268233
morph_pc1,wind_speed_m_s_early_mean,105735,-0.01640129957132685,9.634133040529839e-08
morph_pc1,wind_speed_m_s_middle_mean,195340,-0.037276434564420736,5.0418281387094274e-61
morph_pc1,wind_speed_m_s_late_mean,105735,-0.015497260139137534,4.6681181927972127e-07
